INDEX,hour,minute,Lat,Lon
136560,0,21,40.7551,-73.9772
136561,0,22,40.7658,-73.9698
340754,0,22,40.7298,-73.9973
340755,0,22,40.8135,-73.959
136562,0,23,40.7247,-73.9918
14929,0,24,40.7276,-73.9934
136563,0,24,40.7192,-73.9888
509910,0,24,40.7332,-74.0031
509911,0,24,40.7234,-73.9846
136564,0,25,40.8567,-73.9666
136565,0,25,40.7539,-73.9806
136566,0,25,40.7175,-74.0035
509912,0,25,40.6931,-73.9458
14930,0,26,40.7662,-73.9695
340756,0,26,40.7533,-73.9688
509913,0,26,40.7311,-74.0097
14931,0,28,40.7645,-73.9872
340757,0,28,40.6834,-73.9619
136567,0,29,40.7637,-73.9726
136568,0,29,40.7683,-73.9854
646612,0,29,40.7278,-73.9992
136569,0,30,40.7512,-73.9904
136570,0,30,40.6471,-73.7898
136571,0,30,40.7583,-73.9722
136572,0,30,40.7461,-73.9791
340758,0,30,40.6899,-74.184
340759,0,30,40.6445,-73.9776
509914,0,30,40.7422,-73.9552
509915,0,30,40.7213,-74.0003
136573,0,31,40.7338,-73.9899
136574,0,31,40.6956,-74.1784
340760,0,31,40.6466,-73.789
509916,0,31,40.6729,-73.9336
646613,0,31,40.7345,-73.9921
136575,0,32,40.7607,-73.9386
340761,0,32,40.7233,-73.9996
340762,0,32,40.742,-74.0059
14932,0,33,40.7383,-73.9859
340763,0,34,40.753,-74.00399999999999
136576,0,35,40.8122,-73.9302
136577,0,35,40.742,-74.0037
136578,0,35,40.7185,-73.9976
509917,0,35,40.7589,-73.97800000000001
509918,0,35,40.7222,-73.9945
509919,0,35,40.7393,-74.0016
509920,0,35,40.7534,-73.9696
14933,0,36,40.7359,-74.0068
136579,0,36,40.7437,-74.0083
136580,0,36,40.7128,-73.9658
136581,0,36,40.7128,-73.9658
509921,0,36,40.6699,-73.9895
509922,0,36,40.6485,-73.7826
136582,0,37,40.7431,-74.0076
509923,0,37,40.7189,-73.9873
340764,0,38,40.6466,-73.79
509924,0,38,40.7141,-74.0146
509925,0,38,40.6892,-73.9378
136583,0,39,40.6465,-73.7899
136584,0,39,40.7387,-73.9855
340765,0,39,40.751999999999995,-73.9797
509926,0,39,40.7284,-74.0072
509927,0,39,40.7093,-74.0117
509928,0,39,40.7093,-74.0117
136585,0,40,40.7623,-73.9702
509929,0,40,40.7192,-74.0048
14934,0,41,40.7251,-73.9396
136586,0,41,40.7578,-73.9908
136587,0,41,40.6466,-73.7897
136588,0,42,40.6484,-73.783
340766,0,42,40.7219,-74.0026
509930,0,42,40.7596,-73.9875
509931,0,42,40.6485,-73.7827
136589,0,43,40.7284,-73.9997
509932,0,43,40.7604,-73.962
136590,0,44,40.7107,-73.9573
136591,0,44,40.7566,-73.9923
509933,0,44,40.6447,-73.7826
136592,0,45,40.6486,-73.783
136593,0,45,40.7558,-73.9905
136594,0,47,40.7655,-73.9758
509934,0,47,40.7289,-74.0052
340767,0,48,40.7588,-73.9816
340768,0,48,40.721,-73.9951
340769,0,49,40.7427,-74.0073
340770,0,49,40.7616,-73.9744
509935,0,49,40.7605,-73.9878
340771,0,50,40.7375,-74.0074
340772,0,50,40.6469,-73.7896
509936,0,50,40.6466,-73.7894
509937,0,50,40.6463,-73.7897
509938,0,50,40.753,-73.9493
509939,0,50,40.6466,-73.7895
509940,0,51,40.6484,-73.7832
509941,0,51,40.7941,-73.9445
136595,0,52,40.692,-73.9912
136596,0,52,40.8057,-73.96300000000001
340773,0,53,40.6466,-73.7893
136597,0,54,40.7604,-73.9874
136598,0,54,40.7604,-73.9874
340774,0,54,40.6469,-73.7888
509942,0,54,40.7364,-73.9886
509943,0,54,40.705999999999996,-74.0161
509944,0,55,40.7199,-74.0108
509945,0,55,40.8088,-73.9448
136599,0,56,40.6467,-73.7893
136600,0,56,40.7728,-73.9784
136601,0,56,40.7398,-74.0062
509946,0,56,40.7375,-74.0313
136602,0,57,40.7422,-74.0294
136603,0,57,40.6813,-73.977
509947,0,57,40.6799,-73.9643
509948,0,57,40.6805,-73.9947
136604,0,59,40.7477,-73.9869
340775,0,59,40.7431,-74.0082
646614,0,59,40.6933,-73.9826
136605,1,0,40.7422,-74.0043
136606,1,0,40.7765,-73.9895
340776,1,0,40.6462,-73.7899
136607,1,1,40.7606,-73.9782
136608,1,1,40.7584,-73.9686
136609,1,2,40.7348,-74.0001
509949,1,2,40.6726,-73.9513
136610,1,3,40.7628,-73.9656
136611,1,3,40.7867,-73.9748
136612,1,3,40.757,-74.0011
340777,1,3,40.7463,-73.9821
509950,1,4,40.7396,-74.002
136613,1,5,40.6728,-73.6581
340778,1,5,40.7396,-74.002
340779,1,5,40.7424,-73.9993
136614,1,6,40.7264,-73.9959
509951,1,6,40.7388,-74.0055
14935,1,7,40.7446,-74.0065
136615,1,7,40.661,-74.0003
136616,1,7,40.7549,-73.9834
509952,1,7,40.7914,-73.9526
340780,1,8,40.6781,-73.9583
136617,1,9,40.76,-73.9963
136618,1,9,40.7684,-73.9575
509953,1,9,40.7146,-73.9981
136619,1,10,40.7325,-73.9969
340781,1,10,40.7497,-73.9926
509954,1,10,40.7269,-73.9889
509955,1,10,40.7143,-74.0156
14936,1,11,40.7289,-73.9766
509956,1,11,40.7386,-74.0088
646615,1,11,40.7677,-73.983
136620,1,12,40.7213,-74.0014
509957,1,12,40.7419,-74.0055
509958,1,12,40.7405,-74.0064
340782,1,13,40.6761,-73.7762
340783,1,13,40.735,-73.9892
509959,1,13,40.736,-73.9933
509960,1,13,40.7507,-73.9716
14937,1,15,40.7627,-73.815
136621,1,15,40.7142,-74.0147
136622,1,15,40.764,-73.9763
136623,1,16,40.7689,-73.9186
136624,1,16,40.7689,-73.9186
136625,1,16,40.736,-74.0337
136626,1,17,40.7394,-73.9825
136627,1,17,40.7609,-73.9843
136628,1,17,40.6576,-73.9067
509961,1,17,40.7188,-73.9945
14938,1,18,40.7096,-73.9544
136629,1,19,40.6384,-73.9338
136630,1,19,40.7806,-73.9611
509962,1,19,40.7439,-74.0083
646616,1,19,40.7333,-73.9913
340784,1,20,40.7432,-74.0082
509963,1,20,40.742,-74.0054
509964,1,20,40.5747,-73.9524
14939,1,21,40.7506,-73.9759
136631,1,21,40.7405,-74.0064
509965,1,21,40.7447,-73.9927
340785,1,22,40.7636,-73.8154
509966,1,22,40.7369,-73.9898
136632,1,23,40.7299,-73.9991
136633,1,23,40.6886,-73.9239
509967,1,23,40.7398,-73.9912
136634,1,24,40.6656,-73.9793
340786,1,24,40.8006,-73.9656
509968,1,25,40.696,-73.9682
136635,1,26,40.6848,-73.9672
509969,1,26,40.6886,-73.8206
340787,1,27,40.7214,-73.9799
509970,1,27,40.7617,-73.9847
14940,1,28,40.7573,-73.9628
136636,1,28,40.7219,-74.0041
136637,1,29,40.7353,-74.0003
509971,1,31,40.6678,-73.8662
136638,1,32,40.7324,-73.9962
136639,1,32,40.6755,-73.89
340788,1,32,40.7981,-73.9503
340789,1,32,40.7239,-73.9881
646617,1,32,40.7534,-73.9786
509972,1,33,40.7511,-74.0045
136640,1,34,40.7354,-74.0093
509973,1,35,40.7396,-74.002
509974,1,36,40.8115,-73.9585
14941,1,37,40.7753,-73.9825
340790,1,37,40.7537,-73.9696
136641,1,38,40.744,-74.0068
136642,1,38,40.7271,-73.9842
136643,1,39,40.7421,-73.9967
136644,1,41,40.6254,-73.9276
509975,1,41,40.7446,-74.0065
509976,1,41,40.7158,-74.0067
509977,1,42,40.708,-74.0045
509978,1,42,40.7564,-73.9976
136645,1,43,40.7619,-73.9774
136646,1,44,40.7604,-73.9618
136647,1,44,40.7402,-74.0059
509979,1,44,40.7405,-74.0078
340791,1,45,40.7416,-74.0049
509980,1,45,40.7059,-73.9218
509981,1,45,40.7318,-74.0045
509982,1,46,40.74,-73.9936
340792,1,47,40.7628,-73.9789
509983,1,47,40.7145,-73.998
136648,1,48,40.6777,-73.9859
509984,1,48,40.6748,-73.8709
509985,1,49,40.7556,-73.9873
509986,1,50,40.7605,-73.9855
136649,1,51,40.7405,-74.0064
136650,1,51,40.7781,-73.9563
14942,1,52,40.7596,-73.9699
136651,1,52,40.7442,-74.0067
340793,1,52,40.7188,-73.9577
136652,1,53,40.7283,-73.9994
14943,1,54,40.7596,-73.9721
136653,1,54,40.7618,-73.9385
136654,1,55,40.7851,-73.957
136655,1,55,40.7851,-73.957
509987,1,55,40.7279,-73.9991
136656,1,57,40.7074,-73.9432
509988,1,57,40.7323,-74.0017
509989,1,57,40.6486,-73.7834
136657,1,58,40.6614,-73.9164
509990,1,58,40.7424,-74.0043
509991,1,58,40.7424,-74.0043
136658,1,59,40.7498,-73.9952
136659,1,59,40.7498,-73.9952
509992,2,0,40.7267,-73.9833
509993,2,0,40.7394,-74.0064
509994,2,2,40.6485,-73.7827
509995,2,3,40.7335,-74.0064
136660,2,4,40.7398,-74.0062
136661,2,6,40.7149,-74.0096
136662,2,6,40.7177,-73.9826
509996,2,6,40.6851,-73.9406
509997,2,7,40.7404,-74.0063
136663,2,8,40.7609,-73.97800000000001
136664,2,9,40.7443,-74.0066
340794,2,9,40.7289,-73.9786
136665,2,10,40.6482,-73.7828
509998,2,11,40.7442,-74.0067
509999,2,11,40.6484,-73.7833
136666,2,12,40.8205,-73.9454
340795,2,12,40.7337,-74.0027
510000,2,12,40.778,-73.9458
510001,2,14,40.7167,-74.0058
510002,2,16,40.7394,-74.0064
136667,2,17,40.7279,-73.9911
340796,2,18,40.7096,-74.0115
340797,2,18,40.7096,-74.0115
340798,2,20,40.8206,-73.9454
510003,2,20,40.7282,-73.9992
14944,2,21,40.7234,-73.999
136668,2,21,40.7401,-73.9907
510004,2,22,40.7534,-73.9775
136669,2,23,40.7443,-74.0066
510005,2,23,40.7253,-73.97800000000001
510006,2,25,40.7393,-74.0064
510007,2,26,40.7571,-73.9897
14945,2,27,40.7435,-73.9581
136670,2,28,40.7598,-73.9879
136671,2,29,40.7394,-74.0065
510008,2,29,40.7607,-73.9784
136672,2,32,40.759,-73.9803
136673,2,32,40.7214,-73.9947
510009,2,32,40.7314,-74.0106
510010,2,32,40.7314,-74.0106
510011,2,32,40.7618,-73.9713
340799,2,33,40.7485,-73.9569
136674,2,37,40.8064,-73.9642
136675,2,37,40.8064,-73.9642
340800,2,37,40.7599,-73.9878
340801,2,37,40.7263,-73.9863
510012,2,38,40.7408,-74.0055
136676,2,39,40.8089,-73.9583
136677,2,41,40.7152,-74.0104
340802,2,42,40.7192,-73.98899999999999
340803,2,43,40.7582,-73.971
510013,2,43,40.7626,-73.9736
646618,2,43,40.7419,-74.0036
136678,2,44,40.7436,-73.9904
136679,2,44,40.7436,-73.9904
510014,2,44,40.695,-74.1774
136680,2,45,40.7144,-74.0099
340804,2,45,40.7394,-74.0018
136681,2,46,40.7321,-73.9842
510015,2,47,40.7372,-73.9792
510016,2,47,40.7258,-74.0032
510017,2,47,40.6873,-73.9172
136682,2,48,40.864000000000004,-73.8434
510018,2,49,40.744,-73.9894
136683,2,50,40.8105,-73.9393
510019,2,50,40.7419,-74.0034
646619,2,51,40.7044,-73.9227
14946,2,54,40.7719,-73.9658
136684,2,56,40.6789,-73.9976
136685,2,57,40.7606,-73.9624
14947,2,58,40.613,-73.7312
136686,2,58,40.7319,-74.0038
136687,2,58,40.6959,-73.9835
136688,3,0,40.7514,-73.9856
340805,3,0,40.647,-73.9745
510020,3,0,40.7613,-73.9943
136689,3,1,40.7443,-74.0066
136690,3,2,40.7865,-73.9701
136691,3,2,40.6751,-73.9535
136692,3,3,40.7208,-73.9849
510021,3,3,40.7437,-73.9943
510022,3,4,40.7772,-73.9482
136693,3,5,40.7341,-73.9933
510023,3,7,40.7959,-73.969
510024,3,7,40.728,-73.999
136694,3,10,40.7052,-74.017
510025,3,10,40.7438,-74.0081
510026,3,10,40.6859,-73.9965
136695,3,11,40.7417,-74.0048
510027,3,11,40.6867,-73.9644
510028,3,12,40.7166,-74.0098
340806,3,13,40.8066,-73.9677
510029,3,13,40.7591,-73.9848
510030,3,14,40.7407,-74.0056
510031,3,14,40.7407,-74.0056
136696,3,16,40.6835,-73.9561
510032,3,16,40.7199,-73.9959
510033,3,17,40.7642,-73.9922
136697,3,18,40.6898,-73.9802
136698,3,18,40.7593,-73.9944
510034,3,18,40.6807,-73.9395
510035,3,18,40.7723,-73.9664
14948,3,19,40.7731,-73.98
14949,3,19,40.7579,-73.97399999999999
510036,3,19,40.7155,-74.00399999999999
340807,3,20,40.7742,-73.9794
136699,3,23,40.6864,-73.9816
510037,3,23,40.7507,-73.9908
510038,3,23,40.7556,-73.9821
510039,3,24,40.6743,-73.96600000000001
510040,3,24,40.7195,-74.0029
136700,3,25,40.7491,-73.9841
510041,3,25,40.7351,-74.0064
510042,3,25,40.7607,-73.9783
510043,3,26,40.7724,-73.904
510044,3,26,40.7436,-73.9925
340808,3,28,40.7844,-73.9494
510045,3,28,40.6736,-73.9687
136701,3,29,40.7645,-73.9688
510046,3,29,40.7453,-73.991
510047,3,29,40.7092,-74.0163
510048,3,29,40.7092,-74.0163
340809,3,30,40.7696,-73.88
340810,3,31,40.7371,-73.9811
340811,3,31,40.7223,-73.9831
510049,3,31,40.7096,-74.0179
510050,3,31,40.7259,-73.9945
14950,3,32,40.7616,-73.9747
136702,3,32,40.7931,-73.9703
136703,3,33,40.7083,-73.9531
340812,3,33,40.6626,-73.9881
510051,3,33,40.7543,-73.9946
136704,3,34,40.6887,-73.9287
136705,3,34,40.6949,-73.9662
510052,3,34,40.7993,-73.9704
510053,3,35,40.7428,-74.002
510054,3,35,40.6833,-73.9432
340813,3,36,40.7486,-74.0283
340814,3,36,40.7486,-74.0283
510055,3,36,40.7337,-73.9919
136706,3,38,40.696999999999996,-73.9486
340815,3,38,40.7307,-73.9926
510056,3,38,40.7165,-74.0165
510057,3,38,40.7826,-73.9797
136707,3,39,40.7715,-73.9773
340816,3,39,40.7721,-73.9619
340817,3,39,40.7181,-74.0147
510058,3,39,40.6643,-73.9771
14951,3,40,40.7257,-73.9898
136708,3,42,40.7623,-73.96
136709,3,42,40.7233,-73.9957
510059,3,42,40.7608,-73.979
136710,3,43,40.7183,-74.0086
510060,3,43,40.7866,-73.9758
510061,3,43,40.7198,-73.9894
136711,3,44,40.7642,-73.9769
136712,3,45,40.714,-73.9494
136713,3,45,40.6873,-73.9737
340818,3,45,40.8132,-73.9524
510062,3,45,40.7399,-73.9987
510063,3,45,40.7543,-73.9987
510064,3,46,40.7046,-73.926
340819,3,47,40.7179,-73.9827
510065,3,47,40.7443,-73.9921
136714,3,48,40.7275,-73.983
136715,3,49,40.7682,-73.9893
510066,3,49,40.7142,-73.9625
510067,3,49,40.775,-73.9907
136716,3,50,40.7247,-73.9943
136717,3,50,40.7592,-73.9649
340820,3,50,40.7641,-73.9541
340821,3,50,40.7641,-73.9541
136718,3,51,40.825,-73.9516
340822,3,51,40.7253,-74.0092
510068,3,51,40.722,-74.0042
136719,3,52,40.7428,-73.9811
136720,3,52,40.7371,-73.9742
136721,3,52,40.7288,-73.9755
510069,3,53,40.6879,-73.9737
136722,3,54,40.6869,-73.9513
340823,3,54,40.7229,-73.994
510070,3,54,40.7776,-73.9533
646620,3,54,40.6936,-73.9649
136723,3,55,40.7726,-73.9533
510071,3,55,40.6458,-73.7768
510072,3,55,40.6832,-74.0036
510073,3,56,40.7589,-73.9912
510074,3,56,40.6823,-74.0021
136724,3,57,40.7181,-73.8394
136725,3,57,40.736999999999995,-73.9812
510075,3,57,40.7092,-74.0138
136726,3,59,40.7352,-73.9958
340824,3,59,40.7652,-73.956
510076,3,59,40.6888,-73.98899999999999
510077,3,59,40.7025,-73.9907
646621,4,0,40.7965,-73.9624
510078,4,1,40.7388,-74.0066
510079,4,1,40.7615,-73.9789
510080,4,1,40.756,-73.9928
136727,4,2,40.7216,-73.9564
510081,4,2,40.7871,-73.9695
14952,4,3,40.738,-73.9948
340825,4,3,40.8045,-73.9375
510082,4,3,40.7287,-73.9994
510083,4,4,40.8439,-73.9417
510084,4,4,40.8064,-73.9661
340826,4,5,40.7117,-73.9574
136728,4,6,40.7162,-73.9787
136729,4,6,40.7112,-74.0058
136730,4,6,40.7632,-73.9666
510085,4,7,40.7388,-74.0066
510086,4,7,40.6747,-73.9112
136731,4,8,40.6995,-73.9924
510087,4,8,40.7441,-73.9821
510088,4,8,40.7356,-74.0025
136732,4,9,40.8068,-73.9649
510089,4,10,40.7353,-74.0098
136733,4,11,40.7234,-73.9947
340827,4,11,40.705,-73.8341
136734,4,12,40.7139,-74.0064
510090,4,12,40.7184,-73.9854
510091,4,12,40.7184,-73.9854
510092,4,12,40.8389,-73.9456
510093,4,13,40.7694,-73.9856
136735,4,14,40.7647,-73.9605
136736,4,14,40.7363,-73.9931
340828,4,14,40.6249,-74.0227
510094,4,14,40.6705,-73.9421
340829,4,15,40.7231,-73.9976
510095,4,15,40.7279,-73.9851
510096,4,15,40.7138,-74.0413
510097,4,15,40.7443,-73.9844
510098,4,15,40.6933,-73.9672
510099,4,15,40.7148,-73.9986
14953,4,16,40.722,-73.9996
136737,4,16,40.7406,-73.9986
340830,4,16,40.7906,-73.803
340831,4,16,40.6991,-73.9221
510100,4,16,40.7392,-73.9841
510101,4,16,40.7419,-73.9923
510102,4,16,40.7502,-73.9947
340832,4,17,40.7412,-74.0024
510103,4,17,40.7244,-74.002
136738,4,18,40.8087,-73.9577
510104,4,18,40.7441,-74.0015
510105,4,19,40.7075,-73.9416
136739,4,21,40.7623,-73.9785
136740,4,21,40.6745,-73.9672
340833,4,21,40.7406,-74.0057
510106,4,21,40.7469,-73.9919
136741,4,22,40.7598,-73.9762
136742,4,22,40.7837,-73.9779
510107,4,22,40.6981,-73.9455
14954,4,23,40.7769,-73.9774
136743,4,23,40.667,-73.9835
136744,4,23,40.7002,-73.9949
136745,4,23,40.7621,-73.9231
340834,4,23,40.7475,-74.0022
510108,4,23,40.783,-73.971
510109,4,24,40.7195,-73.9471
136746,4,25,40.6863,-73.9893
136747,4,26,40.7745,-73.9773
136748,4,26,40.7378,-73.9938
136749,4,26,40.6265,-73.9469
340835,4,26,40.7673,-73.9563
510110,4,26,40.7278,-73.9792
510111,4,27,40.7219,-73.9857
14955,4,28,40.7612,-73.9913
136750,4,28,40.7664,-73.9683
136751,4,28,40.7374,-73.9782
136752,4,28,40.7268,-73.9967
510112,4,28,40.7078,-74.013
510113,4,28,40.7424,-74.0029
340836,4,29,40.6851,-73.9915
340837,4,29,40.7679,-73.9916
510114,4,30,40.7371,-73.9784
14956,4,31,40.7277,-74.316
14957,4,31,40.7215,-74.033
14958,4,31,40.7215,-74.033
510115,4,31,40.7555,-73.9761
136753,4,32,40.7199,-74.0077
510116,4,33,40.771,-73.968
510117,4,33,40.7748,-73.9585
136754,4,34,40.7343,-73.9917
136755,4,34,40.7397,-73.9826
510118,4,34,40.7284,-74.0035
510119,4,34,40.7456,-74.0012
510120,4,35,40.748000000000005,-74.005
510121,4,35,40.7332,-74.0006
136756,4,36,40.6928,-73.9687
510122,4,37,40.7084,-74.0048
510123,4,37,40.773,-73.9583
136757,4,38,40.7108,-73.968
510124,4,39,40.7898,-73.9683
510125,4,39,40.7599,-73.9718
136758,4,40,40.7082,-74.0065
136759,4,40,40.745,-73.9862
340838,4,40,40.7111,-74.0107
510126,4,40,40.7702,-73.9556
510127,4,41,40.7065,-74.0158
136760,4,42,40.7548,-73.9202
340839,4,42,40.743,-73.9736
510128,4,42,40.7657,-73.9885
136761,4,43,40.6891,-73.7231
136762,4,43,40.6713,-73.9733
340840,4,43,40.646,-73.7768
510129,4,43,40.8174,-73.9386
510130,4,43,40.7502,-73.97399999999999
14959,4,44,40.7449,-74.0051
136763,4,44,40.7707,-73.9921
510131,4,44,40.7888,-73.9277
510132,4,45,40.7698,-73.9606
510133,4,46,40.7255,-73.9931
510134,4,46,40.7058,-74.0066
510135,4,46,40.7351,-74.0011
136764,4,47,40.7837,-73.9504
136765,4,48,40.6428,-74.0156
136766,4,48,40.7235,-73.9984
510136,4,48,40.7327,-73.9974
340841,4,49,40.7326,-74.0015
510137,4,49,40.7219,-73.9874
136767,4,50,40.7789,-73.952
136768,4,51,40.7174,-73.9924
510138,4,51,40.6977,-73.9309
510139,4,51,40.7226,-74.0046
14960,4,52,40.6878,-74.1816
136769,4,52,40.7323,-73.9849
136770,4,52,40.7444,-74.0004
136771,4,52,40.7831,-73.9788
136772,4,53,40.8056,-73.9661
510140,4,53,40.6535,-73.9367
510141,4,53,40.7588,-73.863
510142,4,53,40.7685,-73.9656
510143,4,53,40.7186,-74.009
136773,4,54,40.7818,-73.9571
136774,4,54,40.7233,-74.0029
340842,4,54,40.6878,-74.1812
136775,4,55,40.7277,-73.9572
510144,4,55,40.7302,-74.0028
510145,4,55,40.6465,-73.7899
646622,4,55,40.6456,-73.7767
136776,4,56,40.7369,-74.0055
340843,4,56,40.8063,-73.9528
510146,4,56,40.7601,-73.9789
136777,4,57,40.6878,-74.1814
136778,4,57,40.7163,-73.9878
136779,4,57,40.7627,-73.9658
136780,4,57,40.7692,-73.9829
340844,4,57,40.7587,-73.9616
340845,4,57,40.7713,-73.9643
510147,4,57,40.7281,-73.9937
136781,4,58,40.6942,-73.9523
136782,4,58,40.6717,-73.9503
136783,4,58,40.7168,-73.9635
340846,4,58,40.6939,-73.9927
340847,4,58,40.6796,-73.976
340848,4,58,40.7818,-73.9553
340849,4,58,40.7577,-73.9674
340850,4,58,40.7604,-73.9859
510148,4,58,40.7945,-73.9663
136784,4,59,40.7571,-74.0011
136785,4,59,40.7343,-73.9974
510149,4,59,40.7234,-74.0017
510150,4,59,40.7227,-73.947
510151,4,59,40.7576,-73.9895
510152,4,59,40.7817,-73.953
136786,5,0,40.6923,-73.9219
340851,5,0,40.6824,-73.9388
340852,5,0,40.7063,-73.9308
340853,5,0,40.7063,-73.9308
340854,5,0,40.6938,-73.9833
510153,5,0,40.7252,-74.0092
510154,5,0,40.6949,-74.1773
136787,5,1,40.6492,-73.945
510155,5,1,40.724000000000004,-73.9991
510156,5,1,40.7236,-73.9938
136788,5,2,40.6736,-73.9665
136789,5,2,40.7517,-74.0039
136790,5,2,40.7485,-73.9785
136791,5,2,40.8573,-73.8895
510157,5,2,40.7922,-73.968
510158,5,2,40.7613,-73.9995
136792,5,3,40.7436,-73.9906
340855,5,3,40.7329,-74.0075
510159,5,3,40.7144,-73.759
14961,5,4,40.7737,-73.97800000000001
136793,5,4,40.7828,-73.9488
510160,5,4,40.7551,-73.9765
510161,5,4,40.7557,-73.992
14962,5,5,40.8303,-73.9207
136794,5,5,40.7696,-73.8641
510162,5,5,40.7491,-74.0273
136795,5,6,40.779,-73.9464
136796,5,6,40.7051,-74.0075
136797,5,6,40.7721,-73.9641
510163,5,6,40.764,-73.9849
510164,5,6,40.7656,-73.9752
510165,5,6,40.7343,-74.0095
136798,5,7,40.7328,-73.9977
510166,5,7,40.7256,-74.0056
136799,5,8,40.6966,-73.9198
340856,5,8,40.6949,-74.178
510167,5,8,40.7333,-73.9989
510168,5,8,40.763000000000005,-73.9937
136800,5,9,40.7362,-73.9365
136801,5,9,40.7612,-73.9839
136802,5,9,40.7232,-73.9975
340857,5,9,40.7359,-73.9837
340858,5,9,40.7359,-73.9837
510169,5,9,40.7048,-74.0079
510170,5,9,40.6801,-73.9633
510171,5,9,40.7938,-73.9723
136803,5,10,40.8089,-73.9583
340859,5,10,40.6997,-73.9296
510172,5,10,40.7466,-73.9901
14963,5,11,40.7824,-73.973
136804,5,11,40.743,-73.9793
136805,5,11,40.645,-73.7818
136806,5,11,40.7044,-74.0093
136807,5,11,40.7271,-74.0019
340860,5,11,40.6839,-73.9314
340861,5,11,40.7171,-74.0049
340862,5,11,40.7189,-74.01100000000001
510173,5,11,40.7778,-73.9817
510174,5,11,40.7106,-73.9666
136808,5,12,40.7683,-73.9572
340863,5,12,40.7191,-73.9641
340864,5,12,40.7386,-73.9807
340865,5,12,40.7386,-73.9807
510175,5,12,40.7746,-73.9842
136809,5,13,40.7661,-73.9873
136810,5,13,40.7809,-73.9811
136811,5,14,40.6417,-73.97800000000001
136812,5,14,40.6893,-73.957
136813,5,14,40.7348,-74.0037
510176,5,14,40.689,-73.97399999999999
510177,5,14,40.7016,-73.9881
510178,5,14,40.7346,-74.006
136814,5,15,40.8313,-73.9303
510179,5,15,40.7119,-73.9528
510180,5,15,40.7393,-73.9823
14964,5,16,40.7319,-73.9958
14965,5,16,40.7653,-73.9753
136815,5,16,40.7139,-73.9798
136816,5,16,40.7102,-73.9074
136817,5,16,40.7199,-74.0075
340866,5,16,40.7784,-73.9885
340867,5,16,40.7487,-74.0422
510181,5,16,40.6537,-73.973
136818,5,17,40.7103,-74.0068
136819,5,17,40.8868,-73.9127
340868,5,17,40.7408,-74.0027
510182,5,17,40.708,-74.0136
510183,5,17,40.762,-73.9864
136820,5,18,40.7181,-74.0149
136821,5,18,40.7669,-73.9347
136822,5,18,40.7743,-73.9495
340869,5,18,40.7488,-73.988
340870,5,18,40.7331,-74.0005
